commande_id,client_id,produit_id,date_commande,quantite,remise_pct,canal_vente,mode_paiement,statut_commande,note_client,commentaire_client,created_at,updated_at,devise,prix_unitaire_commande
CMD00009,C0134,P065,2025-03-28,2,5.0,Marketplace,Virement,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,83.32
CMD00086,C0005,P017,2025-04-29,2,10.0,Marketplace,Carte cadeau,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,20.53
CMD00797,C0050,P041,2025-05-12,2,30.0,Site web,Carte bancaire,Livrée,4.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,3994.78
CMD00660,C0073,P005,2025-01-24,4,20.0,Site web,Virement,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.22
CMD00779,C0137,P030,2025-03-07,1,15.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.61
CMD00896,C0142,P012,2025-03-03,1,10.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,78.68
CMD00097,C0133,P015,2025-12-27,2,,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,94.28
CMD00342,C0009,P048,2025-11-11,2,5.0,Boutique,PayPal,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.45
CMD00122,C0089,P043,2025-12-08,2,20.0,Boutique,PayPal,Livrée,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00157,C0049,P054,2025-05-26,1,0.0,Application,Carte bancaire,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.54
CMD00800,C0064,P073,2025-11-18,1,15.0,Application,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.06
CMD00940,C0101,P065,2025-10-07,1,0.0,Site web,Carte bancaire,Livrée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,74.62
CMD00725,C0109,P002,2026-02-06,4,15.0,Site web,Carte bancaire,Livrée,1.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,57.33
CMD00634,C0023,P015,2026-02-06,1,20.0,Application,Carte bancaire,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,89.84
CMD00471,C0153,P067,2025-09-19,1,0.0,Application,Carte bancaire,Livrée,2.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,65.82
CMD00558,C0143,P013,2025-04-15,1,,Marketplace,Carte bancaire,Livrée,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,92.76
CMD00294,C0037,P032,2025-12-03,2,15.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,100.85
CMD00872,C0025,P018,2026-01-19,1,5.0,Boutique,Carte bancaire,Retournée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,91.74
CMD00794,C0070,P062,2025-12-24,3,0.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,129.98
CMD00165,C0143,P055,2026-02-11,2,10.0,Marketplace,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,64.31
CMD00795,C0094,P003,2025-10-28,3,5.0,Site web,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.36
CMD00283,C0134,P055,2026-01-10,8,,Site web,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.69
CMD00365,C0017,P039,2025-05-21,3,0.0,Application,Carte bancaire,Retournée,1.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,69.2
CMD00311,C0074,P059,2025-05-18,2,0.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.5
CMD00511,C0004,P016,2025-06-06,2,0.0,Site web,Carte bancaire,Livrée,2.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,118.88
CMD00180,C0066,P057,2025-11-25,3,,Application,Carte bancaire,Livrée,1.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,72.78
CMD00070,C0108,P030,2026-03-17,1,0.0,Site web,Carte bancaire,Livrée,2.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.99
CMD00996,C0020,P069,2025-06-17,1,0.0,Site web,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.24
CMD00956,C0015,P014,2026-03-03,2,10.0,Site web,Carte cadeau,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.73
CMD00731,C0123,P051,2025-08-04,1,0.0,Site web,Virement,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.38
CMD01012,C0061,P003,2026-02-21,1,,Application,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,57.65
CMD00059,C0058,P041,2025-12-16,1,20.0,Marketplace,Carte cadeau,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,4292.95
CMD00945,C0050,P046,2025-04-19,1,15.0,Site web,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.21
CMD00364,C0042,P050,2025-09-04,1,15.0,Site web,Carte bancaire,Livrée,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.01
CMD00899,C0060,P045,2025-05-16,3,0.0,Site web,Carte bancaire,Livrée,1.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.91
CMD00266,C0054,P062,2025-09-30,1,10.0,Application,Carte bancaire,Livrée,2.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,109.0
CMD00817,C0050,P002,2025-06-13,2,5.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,63.03
CMD00853,C0084,P040,2025-08-06,1,0.0,Site web,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.06
CMD00381,C0040,P064,2025-11-05,10,15.0,Marketplace,PayPal,Annulée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.25
CMD00605,C0025,P036,2025-05-23,1,5.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.25
CMD00728,C0084,P002,2026-01-11,4,10.0,Application,PayPal,Livrée,1.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,63.28
CMD00814,C0028,P055,2025-09-10,6,5.0,Site web,Carte cadeau,Retournée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,63.16
CMD00777,C0014,P049,2025-01-19,3,0.0,Boutique,Carte cadeau,Retournée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,29.86
CMD00148,C0033,P060,2025-11-01,2,0.0,Application,Carte bancaire,Livrée,3.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.12
CMD00252,C0139,P007,2026-03-28,4,5.0,Marketplace,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.2
CMD00690,C0085,P037,2026-01-16,5,0.0,Site web,Carte bancaire,Livrée,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.54
CMD00926,C0099,P011,2025-12-06,1,0.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,45.83
CMD00213,C0040,P016,2025-03-21,4,0.0,Site web,Virement,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00441,C0117,P019,2025-08-09,2,5.0,Marketplace,Carte bancaire,Livrée,3.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,114.24
CMD00936,C0031,P007,2026-03-19,1,5.0,Site web,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,78.9
CMD00331,C0136,P058,2025-05-27,3,,Site web,Carte cadeau,Livrée,1.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,97.03
CMD00830,C0010,P062,2026-03-14,1,0.0,Site web,Carte bancaire,Retournée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,125.61
CMD00277,C0041,P069,2026-02-15,10,0.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.5
CMD00850,C0122,P008,2025-06-11,2,0.0,Site web,Carte bancaire,Retournée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,30.78
CMD00836,C0023,P014,2026-03-04,2,,Site web,Carte bancaire,Retournée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,56.87
CMD00711,C0030,P066,2025-06-26,1,5.0,Site web,Carte bancaire,Livrée,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.69
CMD00961,C0150,P065,2025-02-23,1,0.0,Site web,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,81.54
CMD00449,C0119,P062,2025-02-20,2,25.0,Marketplace,Carte bancaire,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,104.51
CMD00386,C0078,P041,2025-08-01,1,25.0,Site web,PayPal,Livrée,,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,3474.4
CMD00750,C0138,P021,2025-04-05,1,0.0,Application,Carte cadeau,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,81.03
CMD00525,C0065,P054,2025-04-23,1,0.0,Site web,PayPal,Annulée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,35.99
CMD00304,C0067,P075,2026-01-14,2,0.0,Marketplace,PayPal,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,50.86
CMD00488,C0013,P063,2026-02-23,2,0.0,Application,Carte cadeau,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,23.59
CMD00786,C0066,P045,2025-09-17,5,10.0,Marketplace,Carte bancaire,En cours,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.51
CMD00912,C0132,P011,2026-02-26,2,10.0, Site web,Carte bancaire,Retournée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.39
CMD00020,C0096,P071,2026-01-25,1,10.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.95
CMD00325,C0132,P005,2025-05-25,1,30.0,Application,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,17.86
CMD00261,C0041,P043,2025-10-22,2,0.0,Site web,Carte bancaire,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00903,C0049,P071,2025-04-09,1,0.0,Marketplace,Virement,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,59.06
CMD00410,C0096,P021,2026-02-14,1,0.0,Site web,Carte bancaire,En cours,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,73.91
CMD00401,C0146,P061,2025-10-20,1,5.0,Application,Carte cadeau,Livrée,2.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.84
CMD01050,C0156,P009,2025-01-04,1,5.0,Site web,PayPal,Livrée,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.37
CMD00055,C0120,P025,2026-03-05,1,0.0,Boutique,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.74
CMD00947,C0127,P048,2026-01-04,6,15.0,Site web,Carte bancaire,Livrée,5.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,65.79
CMD00151,C0049,P044,2026-01-13,3,0.0,Site web,Carte bancaire,Retournée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,110.93
CMD00927,C0068,P015,2025-12-08,2,10.0,Site web,Virement,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,82.93
CMD00935,C0030,P010,2025-03-08,3,0.0,Marketplace,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,24.11
CMD01041,C0008,P050,2025-06-16,1,5.0,Site web,PayPal,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.29
CMD00770,C0067,P042,2026-03-21,1,0.0,Site web,Carte bancaire,Annulée,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.87
CMD00107,C0089,P041,2025-09-13,1,15.0,Marketplace,Virement,Annulée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,4068.56
CMD00771,C0022,P011,2025-07-01,3,0.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.48
CMD00025,C0146,P047,2025-08-18,1,10.0,Boutique,PayPal,Annulée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,33.53
CMD00977,C0024,P073,2026-03-02,1,0.0,Marketplace,Carte bancaire,Annulée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.43
CMD00534,C0146,P060,2025-10-15,1,5.0,Application,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.57
CMD00867,C0150,P018,2025-10-28,1,5.0,Application,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,86.9
CMD00083,C0039,P011,2025-04-25,1,10.0,Application,Carte bancaire,En cours,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.86
CMD00898,C0017,P002,2025-10-15,5,30.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.49
CMD00918,C0116,P018,2026-02-27,1,10.0,Site web,Carte bancaire,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,85.12
CMD00614,C0087,P021,2025-09-04,1,10.0,Site web,paypal,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,82.8
CMD00380,C0146,P005,2027-01-02,2,0.0,Site web,Carte bancaire,Livrée,3.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,20.15
CMD00077,C0075,P025,2025-12-30,1,10.0,Site web,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.35
CMD00389,C0033,P051,2025-04-18,3,0.0,Site web,Carte bancaire,Retournée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,59.13
CMD00407,C0021,P001,2025-04-30,1,,Marketplace,Virement,Livrée,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,136.54
CMD00292,C0025,P034,2025-09-08,5,0.0,Marketplace,Carte bancaire,Annulée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.87
CMD00716,C0116,P045,2026-02-21,1,0.0,Boutique,Carte bancaire,Livrée,2.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,45.0
CMD00111,C0057,P037,2026-02-12,1,15.0,Site web,Virement,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.66
CMD00625,C0026,P015,2026-03-30,1,0.0,Site web,PayPal,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,100.18
CMD00842,C0054,P074,2026-03-21,2,5.0,Application,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.73
CMD00821,C0080,P025,2025-11-12,1,25.0,Site web,Carte bancaire,Annulée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.81
CMD00247,C0134,P040,2025-01-31,2,0.0,Marketplace,Carte bancaire,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,37.41
CMD00146,C0138,P020,2026-03-23,1,0.0,Marketplace,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.47
CMD00129,C0040,P033,2025-09-18,5,10.0,Boutique,Virement,Livrée,1.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,72.68
CMD00907,C0039,P017,2025-02-22,6,0.0,Marketplace,Virement,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,17.55
CMD00623,C0140,P033,2025-12-29,4,,Marketplace,PayPal,Livrée,2.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,85.15
CMD01034,C0037,P056,2025-03-16,1,0.0,Application,Carte cadeau,Livrée,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.21
CMD01008,C0079,P013,2025-02-21,1,0.0,Marketplace,Carte bancaire,Retournée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,89.11
CMD00487,C0122,P044,2025-02-26,1,0.0,Application,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,114.01
CMD00969,C0095,P012,2025-01-20,2,30.0,Application,Carte bancaire,Livrée,3.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,74.86
CMD00091,C0141,P045,2025-07-25,2,5.0,Marketplace,Carte bancaire,Livrée,3.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.45
CMD00206,C0012,P015,2025-10-28,3,0.0,Marketplace,Virement,Retournée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,87.31
CMD00493,C0136,P031,2025-04-26,1,0.0,Site web,Carte bancaire,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00171,C0048,P043,2025-12-12,2,5.0,Site web,Carte bancaire,Annulée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00980,C0050,P009,2025-03-25,1,0.0,Marketplace,Carte cadeau,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.55
CMD00934,C0116,P021,2025-08-26,5,5.0,Marketplace,Virement,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,83.86
CMD00057,C0079,P045,2025-09-20,1,0.0,Marketplace ,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,50.45
CMD00405,C0146,P069,2025-02-15,2,10.0,Marketplace,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.67
CMD00242,C0082,P057,2025-03-31,5,20.0,Site web,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,77.32
CMD00600,C0004,P013,2025-06-16,1,0.0,Application,Carte bancaire,Annulée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,92.53
CMD00347,C0141,P035,2025-02-23,3,15.0,Site web,Carte cadeau,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-10.92
CMD00098,C0004,P019,2025-11-07,1,,Site web,Carte bancaire,Livrée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,132.27
CMD00117,C0146,P025,2026-01-13,6,15.0,Application,Virement,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.43
CMD00202,C0076,P060,2025-05-19,5,5.0,Application,PayPal,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.15
CMD00946,C0151,P002,2025-01-26,10,20.0,Site web,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.75
CMD00480,C0091,P032,2025-08-24,2,,Site web,PayPal,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,115.84
CMD00324,C0050,P044,2025-04-22,1,0.0,Boutique,Carte bancaire,Retournée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,109.6
CMD00194,C0156,P038,2026-03-08,2,5.0,Site web,Carte bancaire,En cours,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,64.4
CMD00964,C8888,P037,2025-07-01,1,0.0,Site web,PayPal,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.66
CMD00444,C0077,P057,2025-12-08,1,20.0,Site web,Carte bancaire,En cours,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.11
CMD00726,C0052,P017,2026-02-23,2,0.0,Boutique,Virement,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,18.84
CMD00865,C0002,P049,2026-01-01,1,10.0,Marketplace,Carte bancaire,Livrée,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,28.8
CMD00455,C0131,P006,2025-06-17,4,25.0,Site web,PayPal,Retournée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.11
CMD00529,C0151,P041,2026-01-26,6,20.0,Site web,Carte bancaire,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,3929.4
CMD00855,C0026,P060,2025-07-02,1,20.0,Site web,Carte bancaire,Retournée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.2
CMD00551,C0016,P059,2025-11-08,1,0.0,Application,Virement,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.94
CMD01031,C0038,P053,2025-12-22,1,10.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,29.02
CMD00069,C0038,P010,2025-08-24,2,20.0,Site web,Carte bancaire,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.79
CMD00425,C0040,P020,2025-02-13,2,10.0,Site web,Carte bancaire,Annulée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.76
CMD00297,C0113,P041,2025-06-06,1,5.0,Application,PayPal,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,4079.25
CMD00738,C0040,P033,2025-11-18,1,0.0,Site web,PayPal,Livrée,2.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.85
CMD00954,C0119,P042,2026-02-12,2,10.0,Site web,Carte bancaire,En cours,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.72
CMD00602,C0106,P005,2025-08-25,1,20.0,Application,Carte cadeau,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.15
CMD00874,C0046,P017,2026-02-18,1,5.0,Marketplace,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,18.17
CMD00396,C0108,P005,2025-01-15,2,15.0,Marketplace,Virement,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.29
CMD00427,C0121,P030,2025-08-05,1,0.0,Boutique,Carte cadeau,Livrée,,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.97
CMD00870,C0129,P071,2025-05-04,1,0.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.92
CMD00560,C0055,P064,2025-01-31,2,0.0,Boutique,Carte bancaire,Livrée,1.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.21
CMD00526,C0154,P072,2026-02-13,1,5.0,Marketplace,Carte bancaire,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,20.51
CMD01030,C0134,P057,2025-05-12,1,20.0,Site web,Carte bancaire,Livrée,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,67.77
CMD00015,C0133,P054,2025-06-05,2,20.0,Marketplace,Virement,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.8
CMD00253,C0090,P050,2025-01-27,3,0.0,Site web,PayPal,Livrée,3.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.95
CMD00239,C0117,P070,2025-03-03,4,5.0,Site web,cb,Livrée,4.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,138.69
CMD00121,C0018,P011,2025-01-29,1,5.0,Marketplace,Carte bancaire,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.98
CMD00286,C0032,P021,2026-02-03,3,10.0,Marketplace,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,81.53
CMD00555,C0040,P010,2025-03-13,1,20.0,Application,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,24.11
CMD00197,C0058,P039,2025-04-13,2,25.0,Application,Carte bancaire,En cours,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,71.99
CMD00346,C0040,P026,2025-05-27,1,0.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,125.65
CMD00546,C0051,P017,2026-02-05,2,10.0,Site web,PayPal,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.5
CMD00251,C0070,P011,2025-04-01,2,5.0,Marketplace,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.99
CMD00995,C0097,P061,2025-05-23,1,0.0,Marketplace,Carte bancaire,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-1.0
CMD00646,C0098,P018,2026-01-28,5,5.0,Application,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,90.95
CMD01014,C0154,P049,2025-07-23,10,10.0,Marketplace,PayPal,Livrée,4.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,29.51
